Gene.stable.ID	seqnames	start	end	width	strand	Gene.type	Gene.name_NBIS*	Description (product)	Uniprot entry	Description from Ensembl
ENSCHAG00000026358	25	8365858	8370977	5120	-	protein_coding	zbtb47a	zinc finger and BTB domain containing 47a [Source:ZFIN;Acc:ZDB-GENE-081104-121]		
ENSCHAG00000026365	25	8380745	8395472	14728	-	protein_coding	vipr1a	vasoactive intestinal peptide receptor 1a [Source:ZFIN;Acc:ZDB-GENE-070912-506]		
ENSCHAG00000026430	25	8416147	8419410	3264	-	protein_coding	msrb2*	"Methionine-R-sulfoxide reductase B2, mitochondrial"	sp|Q6NW52|MSRB2_DANRE	"methionine-R-sulfoxide reductase B2, mitochondrial-like [Source:NCBI gene;Acc:105900653]"
ENSCHAG00000026439	25	8419863	8426378	6516	-	protein_coding	dnajc1	"DnaJ (Hsp40) homolog, subfamily C, member 1 [Source:ZFIN;Acc:ZDB-GENE-061103-529]"		
ENSCHAG00000026458	25	8430211	8437087	6877	+	protein_coding	bmi1b	bmi1 polycomb ring finger oncogene 1b [Source:NCBI gene;Acc:394249]		
ENSCHAG00000026462	25	8440199	8459013	18815	-	protein_coding	pip4k2ab	phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like [Source:NCBI gene;Acc:105900626]		
ENSCHAG00000026523	25	8460429	8462910	2482	+	protein_coding	nebl	nebulette [Source:NCBI gene;Acc:105900559]		
ENSCHAG00000026532	25	8463679	8472942	9264	-	protein_coding	riok1	RIO kinase 1 [Source:NCBI gene;Acc:105900576]		
ENSCHAG00000026571	25	8475476	8491894	16419	-	protein_coding	rreb1b	ras responsive element binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-070912-273]		
ENSCHAG00000026573	25	8509588	8513077	3490	+	protein_coding	nrn1b	neuritin-like [Source:NCBI gene;Acc:105900474]		
ENSCHAG00000026574	25	8525312	8532506	7195	+	protein_coding	lyrm4	LYR motif containing 4 [Source:NCBI gene;Acc:100302660]		
ENSCHAG00000026575	25	8531534	8532334	801	-	protein_coding	ppp1r3cb*	Protein phosphatase 1 regulatory subunit 3C-B	sp|Q6P950|PR3CB_DANRE	protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]
ENSCHAG00000026578	25	8534050	8538582	4533	+	protein_coding	rpp40	ribonuclease P/MRP 40 subunit [Source:ZFIN;Acc:ZDB-GENE-040625-161]		
ENSCHAG00000026580	25	8540891	8550275	9385	-	protein_coding	cdyl	"chromodomain protein, Y-like [Source:ZFIN;Acc:ZDB-GENE-070912-561]"		
ENSCHAG00000026598	25	8554116	8564756	10641	+	protein_coding	afg3l2	AFG3 like matrix AAA peptidase subunit 2 [Source:NCBI gene;Acc:105900635]		
ENSCHAG00000026849	25	8566369	8577210	10842	+	protein_coding	inhbab	inhibin subunit beta Ab [Source:ZFIN;Acc:ZDB-GENE-050525-2]		
ENSCHAG00000026850	25	8611921	8616031	4111	+	protein_coding	elocb	transcription elongation factor B polypeptide 1-like [Source:NCBI gene;Acc:105900538]		
ENSCHAG00000026852	25	8623701	8626272	2572	-	protein_coding	rdh10b	retinol dehydrogenase 10-B-like [Source:NCBI gene;Acc:105900613]		
ENSCHAG00000026855	25	8626293	8629714	3422	+	protein_coding	rpl7	ribosomal protein L7 [Source:NCBI gene;Acc:105900614]		
ENSCHAG00000026860	25	8632202	8650493	18292	-	protein_coding	kcnb2	potassium voltage-gated channel subfamily B member 2-like [Source:NCBI gene;Acc:105900475]		
ENSCHAG00000026902	25	8655148	8664209	9062	+	protein_coding	trpa1a	"transient receptor potential cation channel, subfamily A, member 1a [Source:ZFIN;Acc:ZDB-GENE-050105-6]"		
ENSCHAG00000027271	25	8668215	8675357	7143	+	protein_coding	dnajc21*	DnaJ homolog subfamily C member 21	sp|Q6PGY5|DJC21_DANRE	dnaJ homolog subfamily B member 6-like [Source:NCBI gene;Acc:105900649]
ENSCHAG00000027273	25	8689912	8693297	3386	+	protein_coding	shhb	sonic hedgehog signaling molecule b [Source:NCBI gene;Acc:30444]		
ENSCHAG00000027276	25	8697356	8726744	29389	-	protein_coding	rbm33*	RNA-binding protein 33	sp|Q9CXK9|RBM33_MOUSE	
ENSCHAG00000027280	25	8730539	8752318	21780	+	protein_coding	cnpy1	protein canopy-1-like [Source:NCBI gene;Acc:105900535]		
ENSCHAG00000027282	25	8755430	8758454	3025	-	protein_coding	en2b	homeobox protein engrailed-2b-like [Source:NCBI gene;Acc:105900562]		
ENSCHAG00000027286	25	8786127	8797060	10934	+	protein_coding	paxip1	PAX interacting (with transcription-activation domain) protein 1 [Source:NCBI gene;Acc:449658]		
ENSCHAG00000027298	25	8800824	8863627	62804	-	protein_coding	si:ch211-207d6.2	si:ch211-207d6.2 [Source:ZFIN;Acc:ZDB-GENE-070912-185]		
ENSCHAG00000027301	25	8812219	8813389	1171	-	protein_coding				
ENSCHAG00000027307	25	8895133	8896387	1255	-	protein_coding	ptf1a	pancreas associated transcription factor 1a [Source:NCBI gene;Acc:105900556]		
ENSCHAG00000027308	25	8902774	8985508	82735	-	protein_coding	dlgap1a	"discs, large (Drosophila) homolog-associated protein 1a [Source:NCBI gene;Acc:569898]"		
ENSCHAG00000027313	25	8997775	9002691	4917	+	protein_coding	cahz	carbonic anhydrase 2 [Source:NCBI gene;Acc:105900523]		
ENSCHAG00000027317	25	9063120	9097378	34259	-	protein_coding	CDH18	cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]		
ENSCHAG00000027329	25	9071866	9074039	2174	+	protein_coding	nynrin*	Protein NYNRIN	sp|Q9P2P1|NYNRI_HUMAN	
ENSCHAG00000027332	25	9132217	9167243	35027	-	protein_coding	cdh12a	"cadherin 12, type 2a (N-cadherin 2) [Source:ZFIN;Acc:ZDB-GENE-070912-673]"		
ENSCHAG00000027356	25	9183452	9200859	17408	-	protein_coding	cdh10a	"cadherin 10, type 2a (T2-cadherin) [Source:ZFIN;Acc:ZDB-GENE-060614-1]"		
ENSCHAG00000002735	25	9306821	9327528	20708	+	protein_coding	cdh6	cadherin 6 [Source:ZFIN;Acc:ZDB-GENE-050320-92]		
ENSCHAG00000005055	25	9347859	9354998	7140	+	protein_coding	C5orf22	chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]		
ENSCHAG00000005088	25	9358601	9360474	1874	-	protein_coding	mc4r	melanocortin receptor 4-like [Source:NCBI gene;Acc:105900484]		
ENSCHAG00000005156	25	9371302	9378023	6722	+	protein_coding	zgc:163121	glutamate decarboxylase 1-like [Source:NCBI gene;Acc:105900485]		
ENSCHAG00000005627	25	9383862	9384736	875	-	protein_coding	rnf152	ring finger protein 152 [Source:NCBI gene;Acc:541544]		
ENSCHAG00000005670	25	9388299	9391558	3260	-	protein_coding	buc*	Bucky ball	sp|H0WFA5|BUCKY_DANRE	uncharacterized LOC105900531 [Source:NCBI gene;Acc:105900531]
ENSCHAG00000005681	25	9393124	9406699	13576	+	protein_coding	rnf19b*	E3 ubiquitin-protein ligase RNF19B	sp|Q1L8L6|RN19B_DANRE	E3 ubiquitin-protein ligase RNF31-like [Source:NCBI gene;Acc:105900647]
ENSCHAG00000005737	25	9415520	9449453	33934	+	protein_coding	XKR4	XK related 4 [Source:NCBI gene;Acc:105900561]		
ENSCHAG00000005768	25	9459773	9461322	1550	+	protein_coding	impa1*	Inositol monophosphatase 1	sp|O55023|IMPA1_MOUSE	
ENSCHAG00000005822	25	9465702	9469015	3314	-	protein_coding	tmem68	transmembrane protein 68 [Source:NCBI gene;Acc:105900659]		
ENSCHAG00000005851	25	9470035	9483271	13237	+	protein_coding	lyn	trimethylguanosine synthase 1 [Source:NCBI gene;Acc:105900525]		
ENSCHAG00000005961	25	9487807	9494105	6299	+	protein_coding	LYN	tyrosine-protein kinase Lyn-like [Source:NCBI gene;Acc:105900514]		
ENSCHAG00000008435	25	9496850	9501914	5065	+	protein_coding	urod	uroporphyrinogen decarboxylase [Source:NCBI gene;Acc:105900658]		
ENSCHAG00000008925	25	9507383	9553496	46114	-	protein_coding	zswim5	"zinc finger, SWIM-type containing 5 [Source:ZFIN;Acc:ZDB-GENE-030925-30]"		
ENSCHAG00000009284	25	9577332	9584285	6954	-	protein_coding	elovl8a	ELOVL fatty acid elongase 8a [Source:ZFIN;Acc:ZDB-GENE-060929-240]		
ENSCHAG00000009911	25	9586389	9588519	2131	-	protein_coding	selenop2	"Danio rerio selenoprotein P2 (selenop2), mRNA. [Source:RefSeq mRNA;Acc:NM_001353911]"		
ENSCHAG00000009957	25	9592529	9595344	2816	+	protein_coding	toe1	"target of EGR1, exonuclease [Source:NCBI gene;Acc:105900606]"		
ENSCHAG00000010014	25	9596938	9622168	25231	-	protein_coding	tesk2	testis associated actin remodelling kinase 2 [Source:ZFIN;Acc:ZDB-GENE-070209-68]		
ENSCHAG00000010074	25	9624217	9624535	319	+	protein_coding	tmx3*	Protein disulfide-isomerase TMX3	sp|Q6GNG3|TMX3_XENLA	
ENSCHAG00000010091	25	9632975	9636622	3648	+	protein_coding	dsela	dermatan-sulfate epimerase-like protein [Source:NCBI gene;Acc:105900490]		
ENSCHAG00000010112	25	9704413	9749624	45212	-	protein_coding	cdh7a	cadherin 7a [Source:ZFIN;Acc:ZDB-GENE-061019-3]		
ENSCHAG00000011020	25	9808350	9810768	2419	+	protein_coding				
ENSCHAG00000011052	25	9848453	9858055	9603	+	protein_coding	si:dkey-181m9.8	si:dkey-181m9.8 [Source:ZFIN;Acc:ZDB-GENE-070912-399]		
ENSCHAG00000011071	25	9857091	9861669	4579	-	protein_coding	impa1	inositol monophosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040718-245]		
ENSCHAG00000011116	25	9863171	9866444	3274	-	protein_coding	IMPA1	inositol monophosphatase 1-like [Source:NCBI gene;Acc:105900622]		
ENSCHAG00000011154	25	9873060	9896417	23358	-	protein_coding	fbxl7	F-box/LRR-repeat protein 7 [Source:NCBI gene;Acc:105900548]		
ENSCHAG00000011175	25	9900635	9901954	1320	+	protein_coding	C7orf25	chromosome 7 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:21703]		
ENSCHAG00000011182	25	9909631	9911322	1692	-	protein_coding				
ENSCHAG00000011185	25	9912821	9915948	3128	+	protein_coding	ralab	RAS like proto-oncogene A [Source:NCBI gene;Acc:105900592]		
ENSCHAG00000011202	25	9917705	9918659	955	-	protein_coding	mplkip	M-phase specific PLK1 interacting protein [Source:NCBI gene;Acc:105900593]		
ENSCHAG00000011211	25	9919894	9921836	1943	+	protein_coding	tmem70	transmembrane protein 70 [Source:NCBI gene;Acc:105900591]		
ENSCHAG00000011219	25	9933374	9953250	19877	-	protein_coding	jph1b	junctophilin 1 [Source:NCBI gene;Acc:105900629]		
ENSCHAG00000011235	25	9963527	9969334	5808	+	protein_coding	pi15b	peptidase inhibitor 15-like [Source:NCBI gene;Acc:105900563]		
ENSCHAG00000011250	25	9972912	9979256	6345	+	protein_coding	crispld1b	cysteine-rich secretory protein LCCL domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1204]		
ENSCHAG00000011384	25	9995208	9996785	1578	+	protein_coding	socs6b	suppressor of cytokine signaling 6-like [Source:NCBI gene;Acc:105900661]		
ENSCHAG00000011390	25	10009961	10012476	2516	-	protein_coding	cbln2a	cerebellin 2a precursor [Source:ZFIN;Acc:ZDB-GENE-070912-591]		
ENSCHAG00000011425	25	10014620	10021682	7063	+	protein_coding	neto1	neuropilin (NRP) and tolloid (TLL)-like 1 [Source:ZFIN;Acc:ZDB-GENE-070912-592]		
ENSCHAG00000011430	25	10022138	10024349	2212	+	protein_coding	atpsckmt	protein FAM173B-like [Source:NCBI gene;Acc:105900597]		
ENSCHAG00000011455	25	10027654	10043122	15469	+	protein_coding	06-Mar	E3 ubiquitin-protein ligase MARCH6 [Source:NCBI gene;Acc:105900596]		
ENSCHAG00000011899	25	10045460	10051327	5868	+	protein_coding	ankrd33bb	ankyrin repeat domain 33Bb [Source:ZFIN;Acc:ZDB-GENE-070912-531]		
ENSCHAG00000011975	25	10054805	10115467	60663	-	protein_coding	ctnnd2b	"catenin (cadherin-associated protein), delta 2b [Source:ZFIN;Acc:ZDB-GENE-070912-532]"		
ENSCHAG00000014733	25	10118379	10127040	8662	-	protein_coding	GPR141	si:dkey-94e7.1 [Source:ZFIN;Acc:ZDB-GENE-070912-610]		
ENSCHAG00000014738	25	10118455	10119280	826	+	protein_coding	pkia*	cAMP-dependent protein kinase inhibitor alpha	sp|Q90641|IPKA_CHICK	
ENSCHAG00000014757	25	10132002	10140910	8909	+	protein_coding	mier1b	"mesoderm induction early response 1b, transcriptional regulator [Source:ZFIN;Acc:ZDB-GENE-070705-170]"		
ENSCHAG00000014776	25	10141860	10147200	5341	-	protein_coding	slc35d1b	solute carrier family 35 member D1b [Source:ZFIN;Acc:ZDB-GENE-040426-1213]		
ENSCHAG00000014992	25	10147287	10154852	7566	-	protein_coding	serbp1b	SERPINE1 mRNA binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-031118-196]		
ENSCHAG00000015004	25	10155785	10158106	2322	+	protein_coding	lrrc3*	Leucine-rich repeat-containing protein 3	sp|A8WHP9|LRRC3_DANRE	leucine-rich repeat-containing protein 52-like [Source:NCBI gene;Acc:105900585]
ENSCHAG00000015024	25	10161003	10167773	6771	-	protein_coding	si:ch1073-82l19.1	protein zyg-11 homolog [Source:NCBI gene;Acc:105900522]		
ENSCHAG00000015541	25	10172256	10177755	5500	+	protein_coding	IPP	intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]		
ENSCHAG00000015567	25	10178108	10186112	8005	-	protein_coding	guk1a	guanylate kinase 1 [Source:NCBI gene;Acc:105900573]		
ENSCHAG00000015610	25	10186555	10190130	3576	+	protein_coding	C1orf35	"chromosome unknown open reading frame, human C1orf35 [Source:NCBI gene;Acc:105900572]"		
ENSCHAG00000015617	25	10192988	10197814	4827	-	protein_coding	arf1	ADP ribosylation factor 1 [Source:NCBI gene;Acc:105900574]		
ENSCHAG00000015657	25	10214108	10227679	13572	-	protein_coding	wnt3a	Wnt family member 3A [Source:NCBI gene;Acc:105900539]		
ENSCHAG00000015715	25	10237851	10259750	21900	+	protein_coding	wnt9a	Wnt family member 9A [Source:NCBI gene;Acc:105900565]		
ENSCHAG00000015750	25	10330407	10338177	7771	-	protein_coding	snap47	synaptosome associated protein 47 [Source:NCBI gene;Acc:751727]		
ENSCHAG00000015760	25	10339336	10341312	1977	+	protein_coding	jmjd4	jumonji domain containing 4 [Source:NCBI gene;Acc:105900520]		
ENSCHAG00000015805	25	10341460	10344028	2569	-	protein_coding	iba57	iron-sulfur cluster assembly factor IBA57 [Source:NCBI gene;Acc:100330979]		
ENSCHAG00000015884	25	10352630	10353883	1254	-	protein_coding	cx47.1	gap junction protein gamma 2 [Source:NCBI gene;Acc:105900547]		
ENSCHAG00000015889	25	10379272	10381734	2463	-	protein_coding	cyp8b2	"cytochrome P450, family 8, subfamily B, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-080212-9]"		
ENSCHAG00000015933	25	10384655	10386755	2101	+	protein_coding	higd1a*	"HIG1 domain family member 1A, mitochondrial"	sp|Q9JLR9|HIG1A_MOUSE	
ENSCHAG00000015940	25	10387904	10404228	16325	+	protein_coding	ccdc13	coiled-coil domain containing 13 [Source:ZFIN;Acc:ZDB-GENE-061207-11]		
ENSCHAG00000015949	25	10411821	10418309	6489	+	protein_coding	tmie	transmembrane inner ear [Source:ZFIN;Acc:ZDB-GENE-061207-9]		
ENSCHAG00000015972	25	10425724	10472779	47056	-	protein_coding	pth1r	parathyroid hormone 1 receptor [Source:NCBI gene;Acc:105900558]		
ENSCHAG00000016246	25	10494859	10500191	5333	+	protein_coding	myl13	myosin light chain 3 [Source:NCBI gene;Acc:105900640]		
ENSCHAG00000016266	25	10508067	10569639	61573	-	protein_coding	CRHR2	corticotropin releasing hormone receptor 2 [Source:NCBI gene;Acc:105900533]		
ENSCHAG00000016582	25	10629265	10632822	3558	+	protein_coding	aqp1a.1	"aquaporin 1a (Colton blood group), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7764]"		
ENSCHAG00000016711	25	10634579	10637256	2678	+	protein_coding	aqp1*	Aquaporin-1	sp|Q02013|AQP1_MOUSE	
ENSCHAG00000016719	25	10636378	10639895	3518	+	protein_coding	aqp1*	Aquaporin-1	sp|Q6PQZ1|AQP1_PIG	aquaporin-1-like [Source:NCBI gene;Acc:105900500]
ENSCHAG00000016739	25	10645677	10651162	5486	+	protein_coding	thoc1	THO complex 1 [Source:NCBI gene;Acc:105900589]		
ENSCHAG00000017249	25	10652156	10659045	6890	-	protein_coding	usp14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) [Source:ZFIN;Acc:ZDB-GENE-030131-7676]		
ENSCHAG00000017682	25	10667664	10704450	36787	+	protein_coding	rock1	Rho associated coiled-coil containing protein kinase 1 [Source:NCBI gene;Acc:105900588]		
ENSCHAG00000019941	25	10730444	10747454	17011	+	protein_coding	greb1l	GREB1 like retinoic acid receptor coactivator [Source:NCBI gene;Acc:105900636]		
ENSCHAG00000020315	25	10751640	10765033	13394	-	protein_coding	abhd3	abhydrolase domain containing 3 [Source:NCBI gene;Acc:105900552]		
ENSCHAG00000020360	25	10766577	10821087	54511	+	protein_coding	mib1	mindbomb E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:105900615]		
ENSCHAG00000020533	25	10842499	10847864	5366	+	protein_coding	gata6	GATA binding protein 6 [Source:NCBI gene;Acc:105900632]		
ENSCHAG00000020560	25	10879961	10901239	21279	+	protein_coding	cables1	Cdk5 and Abl enzyme substrate 1 [Source:NCBI gene;Acc:105900542]		
ENSCHAG00000020709	25	10904584	10924146	19563	-	protein_coding	npc1	"Niemann-Pick disease, type C1 [Source:ZFIN;Acc:ZDB-GENE-030131-3161]"		
ENSCHAG00000023240	25	10926267	10960545	34279	-	protein_coding	egfra	"epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian) [Source:ZFIN;Acc:ZDB-GENE-030918-1]"		
ENSCHAG00000026082	25	10966591	10978700	12110	+	protein_coding	mmp16b	matrix metallopeptidase 16b (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-061009-22]		
ENSCHAG00000026111	25	10989186	11053492	64307	+	protein_coding	LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]		
ENSCHAG00000026329	25	11053245	11063806	10562	+	protein_coding	TTC39C	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]		
ENSCHAG00000026361	25	11065267	11065631	365	+	protein_coding	cabyr*	Calcium-binding tyrosine phosphorylation-regulated protein	sp|Q9D424|CABYR_MOUSE	
ENSCHAG00000026371	25	11074538	11074925	388	+	protein_coding	cabyr*	Calcium-binding tyrosine phosphorylation-regulated protein	sp|Q9D424|CABYR_MOUSE	
ENSCHAG00000026372	25	11078256	11078848	593	+	protein_coding	cabyr*	Calcium-binding tyrosine phosphorylation-regulated protein	sp|Q9D424|CABYR_MOUSE	
ENSCHAG00000026374	25	11083412	11083809	398	+	protein_coding	cabyr*	Calcium-binding tyrosine phosphorylation-regulated protein	sp|O75952|CABYR_HUMAN	
ENSCHAG00000026437	25	11093535	11132612	39078	-	protein_coding	OSBPL1A	oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]		
ENSCHAG00000026766	25	11146164	11156149	9986	+	protein_coding	adra2a*	Alpha-2A adrenergic receptor	sp|Q90WY4|ADA2A_DANRE	histamine H3 receptor-like [Source:NCBI gene;Acc:105900507]
ENSCHAG00000026779	25	11174816	11273997	99182	-	protein_coding	ZNF521	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]		
ENSCHAG00000026788	25	11303326	11314392	11067	-	protein_coding	ss18	SS18 subunit of BAF chromatin remodeling complex [Source:NCBI gene;Acc:105900599]		
ENSCHAG00000026807	25	11315319	11318153	2835	+	protein_coding	PSMA8	proteasome 20S subunit alpha 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2194]		
ENSCHAG00000026830	25	11346033	11359605	13573	-	protein_coding	KCTD1	potassium channel tetramerization domain containing 1 [Source:NCBI gene;Acc:105900553]		
ENSCHAG00000026833	25	11374960	11379290	4331	-	protein_coding	AQP4	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]		
ENSCHAG00000026938	25	11460707	11522259	61553	-	protein_coding	CDH2	cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]		
ENSCHAG00000027533	25	11612461	11623450	10990	-	protein_coding	cdh2*	Cadherin-2	sp|Q90275|CADH2_DANRE	
ENSCHAG00000000637	25	11629621	11660358	30738	+	protein_coding	cdh2*	Cadherin-2	sp|Q90275|CADH2_DANRE	desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]
ENSCHAG00000001004	25	11630809	11639561	8753	+	protein_coding	cdh2*	Cadherin-2	sp|Q90275|CADH2_DANRE	desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]
ENSCHAG00000001264	25	11675757	11681664	5908	+	protein_coding	eps15*	Epidermal growth factor receptor substrate 15	sp|P42566|EPS15_HUMAN	
ENSCHAG00000001294	25	11685704	11687327	1624	+	protein_coding	RNF11	RING finger protein 11-like [Source:NCBI gene;Acc:105899422]		
ENSCHAG00000001421	25	11691067	11696723	5657	-	protein_coding	rpe65a	retinoid isomerohydrolase [Source:NCBI gene;Acc:105898922]		
ENSCHAG00000003066	25	11717405	11744877	27473	+	protein_coding	dab1b	DAB adaptor protein 1b [Source:ZFIN;Acc:ZDB-GENE-060421-7958]		
ENSCHAG00000003222	25	11747198	11752450	5253	+	protein_coding	c8b	"complement component 8, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-070912-163]"		
ENSCHAG00000003365	25	11754126	11756678	2553	-	protein_coding	C8A	complement component C8 alpha chain-like [Source:NCBI gene;Acc:105898384]		
ENSCHAG00000003398	25	11759230	11773263	14034	+	protein_coding	slc22a6*	Solute carrier family 22 member 6	sp|Q6NYN7|S22A6_DANRE	
ENSCHAG00000003418	25	11778083	11779757	1675	+	protein_coding	tubb1*	Tubulin beta-1 chain	sp|P36221|TBB1_NOTNE	
ENSCHAG00000003527	25	11785951	11804935	18985	+	protein_coding	dspa	desmoplakin a [Source:ZFIN;Acc:ZDB-GENE-030131-2743]		
ENSCHAG00000005515	25	11812759	11845025	32267	+	protein_coding	TNS3	tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]		
ENSCHAG00000006509	25	11855995	11864258	8264	+	protein_coding	IGFBP3	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]		
ENSCHAG00000007437	25	11865720	11868508	2789	-	protein_coding	igfbp1b	insulin-like growth factor-binding protein 1 [Source:NCBI gene;Acc:105898815]		
ENSCHAG00000007463	25	11873038	11920232	47195	-	protein_coding	adcy1b	adenylate cyclase 1b [Source:ZFIN;Acc:ZDB-GENE-100805-1]		
ENSCHAG00000007997	25	11935336	11942589	7254	-	protein_coding	sirt5*	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	sp|Q6DHI5|SIR5_DANRE	"NAD-dependent protein deacylase sirtuin-5, mitochondrial-like [Source:NCBI gene;Acc:105899433]"
ENSCHAG00000008026	25	11979105	11996918	17814	+	protein_coding	PHACTR1	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]		
ENSCHAG00000008085	25	11999417	12047456	48040	+	protein_coding	phlpp1	PH domain and leucine rich repeat protein phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-131127-271]		
ENSCHAG00000008256	25	12049879	12055303	5425	-	protein_coding	MEP1B	meprin A subunit beta-like [Source:NCBI gene;Acc:105898499]		
ENSCHAG00000008341	25	12074874	12079066	4193	+	protein_coding	opn4*	Melanopsin	sp|Q6XL69|OPN4_RUTRU	opsin-5-like [Source:NCBI gene;Acc:105898509]
ENSCHAG00000008506	25	12082401	12094491	12091	-	protein_coding	ripk1l	"receptor (TNFRSF)-interacting serine-threonine kinase 1, like [Source:ZFIN;Acc:ZDB-GENE-070705-132]"		
ENSCHAG00000008514	25	12097343	12109284	11942	+	protein_coding	dusp22b	dual specificity phosphatase 22b [Source:NCBI gene;Acc:100002272]		
ENSCHAG00000008525	25	12112029	12119198	7170	+	protein_coding	irf4a	interferon regulatory factor 4-like [Source:NCBI gene;Acc:105898911]		
ENSCHAG00000008564	25	12186768	12188198	1431	+	protein_coding	foxq1a	forkhead box Q1a [Source:ZFIN;Acc:ZDB-GENE-070424-74]		
ENSCHAG00000008585	25	12192335	12195624	3290	+	protein_coding	foxf2a	forkhead box F2 [Source:NCBI gene;Acc:105899039]		
ENSCHAG00000008601	25	12267432	12269741	2310	+	protein_coding	foxc1a	forkhead box C1a [Source:NCBI gene;Acc:100148408]		
ENSCHAG00000008628	25	12479822	12485045	5224	-	protein_coding	mylk4a	"myosin light chain kinase family, member 4a [Source:ZFIN;Acc:ZDB-GENE-120824-2]"		
ENSCHAG00000008910	25	12509354	12584151	74798	+	protein_coding	adgrl2b.1	"adhesion G protein-coupled receptor L2b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-130116-4]"		
ENSCHAG00000018254	25	12624713	12637455	12743	+	protein_coding	prkacbb	cAMP-dependent protein kinase catalytic subunit beta [Source:NCBI gene;Acc:105899109]		
ENSCHAG00000018700	25	12640614	12642374	1761	+	protein_coding	exosc4	exosome component 4 [Source:NCBI gene;Acc:105899162]		
ENSCHAG00000018722	25	12641435	12647889	6455	+	protein_coding	gpaa1	glycosylphosphatidylinositol anchor attachment 1 [Source:ZFIN;Acc:ZDB-GENE-131121-587]		
ENSCHAG00000018757	25	12650006	12653354	3349	-	protein_coding	sharpin	SHANK-associated RH domain interacting protein [Source:ZFIN;Acc:ZDB-GENE-101223-1]		
ENSCHAG00000018860	25	12654604	12664521	9918	-	protein_coding	puf60a	poly(U) binding splicing factor 60 [Source:NCBI gene;Acc:105899127]		
ENSCHAG00000019261	25	12665543	12667533	1991	-	protein_coding	ZNF830	zinc finger protein 830 [Source:HGNC Symbol;Acc:HGNC:28291]		
ENSCHAG00000019280	25	12669532	12678970	9439	+	protein_coding	ankrd13c*	Ankyrin repeat domain-containing protein 13C	sp|Q7ZUV0|AN13C_DANRE	ankyrin repeat domain-containing protein 13C-like [Source:NCBI gene;Acc:105898977]
ENSCHAG00000019468	25	12681505	12685427	3923	-	protein_coding	srsf11*	Serine/arginine-rich splicing factor 11	sp|Q05519|SRS11_HUMAN	
ENSCHAG00000019530	25	12686519	12688420	1902	+	protein_coding	lztfl1	leucine zipper transcription factor-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-945]		
ENSCHAG00000019560	25	12690257	12693261	3005	+	protein_coding	zgc:136930	zgc:136930 [Source:ZFIN;Acc:ZDB-GENE-060312-16]		
ENSCHAG00000019614	25	12697703	12700008	2306	+	protein_coding	ccr9a	chemokine (C-C motif) receptor 9a [Source:ZFIN;Acc:ZDB-GENE-060130-125]		
ENSCHAG00000019632	25	12710808	12720896	10089	-	protein_coding	prpf4ba	pre-mRNA processing factor 4Ba [Source:ZFIN;Acc:ZDB-GENE-040426-947]		
ENSCHAG00000020249	25	12721048	12726198	5151	+	protein_coding	si:dkey-154p10.3	si:dkey-154p10.3 [Source:ZFIN;Acc:ZDB-GENE-070912-380]		
ENSCHAG00000020256	25	12726329	12728665	2337	+	protein_coding	pxdc1a	PX domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-070912-381]		
ENSCHAG00000020261	25	12729828	12731327	1500	+	protein_coding	opn4.1	melanopsin-like [Source:NCBI gene;Acc:105898622]		
